country_year,gdp_for_year,country,year,sex,SuiCount,population,SuiRate
Kuwait1993,23941391391,Kuwait,1993,male,12,736100,1.6302
Kuwait1994,24848483838,Kuwait,1994,male,18,906100,1.9865
Kuwait1995,27191689008,Kuwait,1995,male,21,946900,2.2178
Kuwait1996,31493987642,Kuwait,1996,male,19,983300,1.9323
Kuwait1997,30354434553,Kuwait,1997,male,16,1013800,1.5782
Kuwait1998,25941929462,Kuwait,1998,male,20,1124124,1.7792
Kuwait1999,30121879435,Kuwait,1999,male,33,1172300,2.815
Kuwait2000,37711864407,Kuwait,2000,male,20,1222012,1.6366
Kuwait2001,34890772742,Kuwait,2001,male,25,1250197,1.9997
Kuwait2002,38137545245,Kuwait,2002,male,34,1320579,2.5746
Kuwait2003,47875838926,Kuwait,2003,male,30,1169529,2.5651
Kuwait2004,59440108585,Kuwait,2004,male,28,1197068,2.339
Kuwait2005,80797945205,Kuwait,2005,male,41,1235829,3.3176
Kuwait2006,1.02E+11,Kuwait,2006,male,34,1290789,2.634
Kuwait2007,1.15E+11,Kuwait,2007,male,37,1953768,1.8938
Kuwait2008,1.47E+11,Kuwait,2008,male,33,2122678,1.5546
Kuwait2009,1.06E+11,Kuwait,2009,male,40,1997603,2.0024
Kuwait2010,1.15E+11,Kuwait,2010,male,26,2003976,1.2974
Kuwait2011,1.54E+11,Kuwait,2011,male,26,2031774,1.2797
Kuwait2012,1.74E+11,Kuwait,2012,male,37,2125729,1.7406
Kuwait2013,1.74E+11,Kuwait,2013,male,28,2178403,1.2853
Kuwait2014,1.63E+11,Kuwait,2014,male,50,2271261,2.2014
Kyrgyzstan1990,2674000000,Kyrgyzstan,1990,male,400,1816500,22.0204
Kyrgyzstan1991,2570833333,Kyrgyzstan,1991,male,410,1848100,22.1849
Kyrgyzstan1992,2316562500,Kyrgyzstan,1992,male,385,1873100,20.5542
Kyrgyzstan1993,2028295455,Kyrgyzstan,1993,male,442,1879900,23.5119
Kyrgyzstan1994,1681006993,Kyrgyzstan,1994,male,493,1887700,26.1164
Kyrgyzstan1995,1661018519,Kyrgyzstan,1995,male,467,1915100,24.3851
Kyrgyzstan1996,1827570586,Kyrgyzstan,1996,male,392,1953500,20.0665
Kyrgyzstan1997,1767864036,Kyrgyzstan,1997,male,409,1994600,20.5054
Kyrgyzstan1998,1645963750,Kyrgyzstan,1998,male,421,2035500,20.6829
Kyrgyzstan1999,1249062025,Kyrgyzstan,1999,male,457,2113300,21.6249
Kyrgyzstan2000,1369693171,Kyrgyzstan,2000,male,414,2149445,19.2608
Kyrgyzstan2001,1525112242,Kyrgyzstan,2001,male,483,2177957,22.1767
Kyrgyzstan2002,1605640633,Kyrgyzstan,2002,male,467,2202237,21.2057
Kyrgyzstan2003,1919012781,Kyrgyzstan,2003,male,397,2226647,17.8295
Kyrgyzstan2004,2211535312,Kyrgyzstan,2004,male,363,2252470,16.1156
Kyrgyzstan2005,2460248026,Kyrgyzstan,2005,male,386,2272120,16.9885
Kyrgyzstan2006,2834168889,Kyrgyzstan,2006,male,366,2287848,15.9976
Kyrgyzstan2007,3802566171,Kyrgyzstan,2007,male,366,2297831,15.9281
Kyrgyzstan2008,5139957785,Kyrgyzstan,2008,male,379,2308660,16.4164
Kyrgyzstan2009,4690062255,Kyrgyzstan,2009,male,362,2359237,15.3439
Kyrgyzstan2010,4794357795,Kyrgyzstan,2010,male,395,2377613,16.6133
Kyrgyzstan2011,6197766119,Kyrgyzstan,2011,male,363,2393649,15.1651
Kyrgyzstan2012,6605139933,Kyrgyzstan,2012,male,402,2424955,16.5776
Kyrgyzstan2013,7335027592,Kyrgyzstan,2013,male,349,2465229,14.1569
Kyrgyzstan2014,7468096567,Kyrgyzstan,2014,male,358,2507823,14.2753
Kyrgyzstan2015,6678178340,Kyrgyzstan,2015,male,327,2558152,12.7827
Latvia1995,5788368511,Latvia,1995,male,825,1093300,75.4596
Latvia1996,5970044666,Latvia,1996,male,741,1088100,68.1004
Latvia1997,6525676264,Latvia,1997,male,706,1084600,65.0931
Latvia1998,7174985107,Latvia,1998,male,678,1080400,62.7545
Latvia1999,7533187605,Latvia,1999,male,593,1075700,55.1269
Latvia2000,7937758980,Latvia,2000,male,618,1040869,59.3735
Latvia2001,8350252966,Latvia,2001,male,571,1025954,55.6555
Latvia2002,9546441564,Latvia,2002,male,521,1011672,51.4989
Latvia2003,11748433157,Latvia,2003,male,482,999707,48.2141
Latvia2004,14373269156,Latvia,2004,male,457,987280,46.2888
Latvia2005,16922504045,Latvia,2005,male,445,975364,45.624
Latvia2006,21447021570,Latvia,2006,male,407,965079,42.1727
Latvia2007,30901399261,Latvia,2007,male,358,955897,37.4517
Latvia2008,35596016664,Latvia,2008,male,427,943694,45.2477
Latvia2009,26169854045,Latvia,2009,male,416,924981,44.9739
Latvia2010,23757368290,Latvia,2010,male,376,903528,41.6146
Latvia2011,28223552825,Latvia,2011,male,365,887138,41.1435
Latvia2012,28119996053,Latvia,2012,male,371,877946,42.2577
Latvia2013,30254677297,Latvia,2013,male,322,870310,36.9983
Latvia2014,31335013752,Latvia,2014,male,311,862754,36.0474
Latvia2015,26972863394,Latvia,2015,male,306,855097,35.7854
Lithuania1995,7870782261,Lithuania,1995,male,1388,1585526,87.5419
Lithuania1996,8385109020,Lithuania,1996,male,1388,1577778,87.9718
Lithuania1997,10120274493,Lithuania,1997,male,1348,1570754,85.8187
Lithuania1998,11240360898,Lithuania,1998,male,1285,1562853,82.2214
Lithuania1999,10972878636,Lithuania,1999,male,1285,1552914,82.7477
Lithuania2000,11539211480,Lithuania,2000,male,1317,1542706,85.3695
Lithuania2001,12252498921,Lithuania,2001,male,1255,1531211,81.9613
Lithuania2002,14278357284,Lithuania,2002,male,1309,1520461,86.0923
Lithuania2003,18802576988,Lithuania,2003,male,1199,1509627,79.4236
Lithuania2004,22649930576,Lithuania,2004,male,1124,1493922,75.2382
Lithuania2005,26125575942,Lithuania,2005,male,1084,1469535,73.7648
Lithuania2006,30216060233,Lithuania,2006,male,853,1443830,59.079
Lithuania2007,39738180077,Lithuania,2007,male,848,1423777,59.5599
Lithuania2008,47850551149,Lithuania,2008,male,918,1406547,65.2662
Lithuania2009,37440673478,Lithuania,2009,male,952,1386909,68.6419
Lithuania2010,37120517694,Lithuania,2010,male,829,1353219,61.2613
Lithuania2011,43476873413,Lithuania,2011,male,817,1319335,61.9251
Lithuania2012,42848195256,Lithuania,2012,male,753,1299211,57.9583
Lithuania2013,46417340375,Lithuania,2013,male,887,1284993,69.0276
Lithuania2014,48516371721,Lithuania,2014,male,769,1273877,60.3669
Lithuania2015,41508609233,Lithuania,2015,male,727,1260521,57.6746
Lithuania2016,42773029835,Lithuania,2016,male,693,1104112,62.7654
Luxembourg1985,4738559685,Luxembourg,1985,male,39,167000,23.3533
Luxembourg1986,6921264132,Luxembourg,1986,male,37,167600,22.0764
Luxembourg1987,8614215559,Luxembourg,1987,male,45,169500,26.5487
Luxembourg1988,9750161053,Luxembourg,1988,male,52,171100,30.3916
Luxembourg1989,10391504709,Luxembourg,1989,male,54,173000,31.2139
Luxembourg1990,13229247948,Luxembourg,1990,male,47,175000,26.8571
Luxembourg1991,14321878795,Luxembourg,1991,male,54,177600,30.4054
Luxembourg1992,16065740778,Luxembourg,1992,male,29,179800,16.129
Luxembourg1993,16486900187,Luxembourg,1993,male,48,182200,26.3447
Luxembourg1994,18325791415,Luxembourg,1994,male,61,184500,33.0623
Luxembourg1995,21588170498,Luxembourg,1995,male,45,186900,24.077
Luxembourg1996,21776609772,Luxembourg,1996,male,53,189600,27.9536
Luxembourg1997,19731912494,Luxembourg,1997,male,60,192100,31.2337
Luxembourg1998,20209122027,Luxembourg,1998,male,48,194946,24.6222
Luxembourg1999,22235929043,Luxembourg,1999,male,49,198162,24.7272
Luxembourg2000,21263514833,Luxembourg,2000,male,47,201320,23.3459
Luxembourg2001,21272418792,Luxembourg,2001,male,50,203370,24.5857
Luxembourg2002,23616328816,Luxembourg,2002,male,63,205499,30.6571
Luxembourg2003,29557325056,Luxembourg,2003,male,40,208434,19.1907
Luxembourg2004,34685281848,Luxembourg,2004,male,45,211964,21.23
Luxembourg2005,37347394603,Luxembourg,2005,male,39,215703,18.0804
Luxembourg2006,42414308117,Luxembourg,2006,male,47,219501,21.4122
Luxembourg2007,50888134410,Luxembourg,2007,male,53,223220,23.7434
Luxembourg2008,55849686539,Luxembourg,2008,male,35,227665,15.3735
Luxembourg2009,51370543206,Luxembourg,2009,male,36,232449,15.4873
Luxembourg2010,53212476812,Luxembourg,2010,male,43,237168,18.1306
Luxembourg2011,60004630234,Luxembourg,2011,male,37,243196,15.2141
Luxembourg2012,56677961787,Luxembourg,2012,male,39,249811,15.6118
Luxembourg2013,61739352212,Luxembourg,2013,male,24,256010,9.3746
Luxembourg2014,66327344189,Luxembourg,2014,male,52,262438,19.8142
Luxembourg2015,57784495265,Luxembourg,2015,male,45,269216,16.7152
Macau1994,6265844252,Macau,1994,male,15,167835,8.9373
Maldives2000,624337145,Maldives,2000,male,0,125029,0
Maldives2001,870179739,Maldives,2001,male,2,130126,1.537
Maldives2002,897031250,Maldives,2002,male,2,135521,1.4758
Maldives2003,1052121055,Maldives,2003,male,3,141155,2.1253
Maldives2004,1226829563,Maldives,2004,male,0,146926,0
Maldives2005,1163362438,Maldives,2005,male,1,152740,0.6547
Maldives2007,1868383461,Maldives,2007,male,3,164351,1.8254
Maldives2008,2271646188,Maldives,2008,male,0,170227,0
Maldives2010,2588176055,Maldives,2010,male,1,182680,0.5474
Maldives2011,2774351760,Maldives,2011,male,2,189514,1.0553
Malta1985,1117835286,Malta,1985,male,2,148800,1.3441
Malta1986,1435079200,Malta,1986,male,0,155100,0
Malta1987,1751247763,Malta,1987,male,1,155800,0.6418
Malta1988,2019474244,Malta,1988,male,8,157600,5.0761
Malta1989,2118574772,Malta,1989,male,18,159400,11.2923
Malta1990,2547163582,Malta,1990,male,8,161100,4.9659
Malta1991,2750041434,Malta,1991,male,9,162800,5.5283
Malta1992,3021910217,Malta,1992,male,12,164800,7.2816
Malta1993,2709178327,Malta,1993,male,9,166600,5.4022
Malta1994,2998570147,Malta,1994,male,12,168500,7.1217
Malta1995,3439931907,Malta,1995,male,11,170300,6.4592
Malta1996,3570271558,Malta,1996,male,9,172100,5.2295
Malta1997,3705372039,Malta,1997,male,11,173000,6.3584
Malta1998,3923637971,Malta,1998,male,11,174700,6.2965
Malta1999,4127313818,Malta,1999,male,22,175900,12.5071
Malta2000,4306192436,Malta,2000,male,17,179240,9.4845
Malta2001,4331870648,Malta,2001,male,23,183014,12.5673
Malta2002,4689832690,Malta,2002,male,11,185093,5.943
Malta2003,5456583589,Malta,2003,male,17,186859,9.0978
Malta2004,6062780269,Malta,2004,male,14,188465,7.4284
Malta2005,6394851387,Malta,2005,male,16,190124,8.4156
Malta2006,6757119558,Malta,2006,male,21,191286,10.9783
Malta2007,7880509171,Malta,2007,male,25,192260,13.0032
Malta2008,8977149553,Malta,2008,male,12,193737,6.194
Malta2009,8528202278,Malta,2009,male,33,195325,16.8949
Malta2010,8741059603,Malta,2010,male,29,196126,14.7864
Malta2011,9507645260,Malta,2011,male,20,196757,10.1648
Malta2012,9209559296,Malta,2012,male,19,198313,9.5808
Malta2013,10145114180,Malta,2013,male,21,200537,10.4719
Malta2014,11234045376,Malta,2014,male,27,202828,13.3118
Malta2015,10574026838,Malta,2015,male,27,205173,13.1596
Mauritius1985,1080642033,Mauritius,1985,male,68,441800,15.3916
Mauritius1986,1469046115,Mauritius,1986,male,20,448900,4.4553
Mauritius1987,1888754655,Mauritius,1987,male,87,453700,19.1757
Mauritius1988,2143484488,Mauritius,1988,male,111,460100,24.1252
Mauritius1989,2191096860,Mauritius,1989,male,107,462900,23.1151
Mauritius1990,2653480001,Mauritius,1990,male,91,467300,19.4736
Mauritius1991,2856890681,Mauritius,1991,male,94,467600,20.1027
Mauritius1992,3224267548,Mauritius,1992,male,100,474000,21.097
Mauritius1993,3263368410,Mauritius,1993,male,93,479700,19.3871
Mauritius1994,3558137040,Mauritius,1994,male,107,486300,22.0029
Mauritius1995,4040345933,Mauritius,1995,male,115,490900,23.4264
Mauritius1996,4421943910,Mauritius,1996,male,117,497200,23.5318
Mauritius1997,4187367602,Mauritius,1997,male,102,505600,20.1741
Mauritius1998,4169664285,Mauritius,1998,male,114,512600,22.2396
Mauritius1999,4291172816,Mauritius,1999,male,120,520200,23.0681
Mauritius2000,4582555125,Mauritius,2000,male,107,522273,20.4874
Mauritius2001,4536538211,Mauritius,2001,male,76,528369,14.3839
Mauritius2002,4767303154,Mauritius,2002,male,102,533271,19.1272
Mauritius2003,5609831328,Mauritius,2003,male,64,539135,11.8709
Mauritius2004,6385695187,Mauritius,2004,male,75,544330,13.7784
Mauritius2005,6283803256,Mauritius,2005,male,79,549607,14.3739
Mauritius2006,7028803366,Mauritius,2006,male,89,555000,16.036
Mauritius2007,8150138757,Mauritius,2007,male,97,559707,17.3305
Mauritius2008,9990370016,Mauritius,2008,male,72,564786,12.7482
Mauritius2009,9128843109,Mauritius,2009,male,92,573567,16.04
Mauritius2010,10003670690,Mauritius,2010,male,76,573314,13.2563
Mauritius2011,11518393367,Mauritius,2011,male,95,577165,16.4598
Mauritius2012,11668685524,Mauritius,2012,male,89,580465,15.3325
Mauritius2013,12129642296,Mauritius,2013,male,83,567117,14.6354
Mauritius2014,12803445934,Mauritius,2014,male,96,569071,16.8696
Mauritius2015,11692287066,Mauritius,2015,male,78,570675,13.668
Mauritius2016,12232463656,Mauritius,2016,male,83,488259,16.9992
Mexico1985,1.84E+11,Mexico,1985,male,1279,33726000,3.7923
Mexico1986,1.29E+11,Mexico,1986,male,1445,34504200,4.1879
Mexico1987,1.40E+11,Mexico,1987,male,1416,33860000,4.1819
Mexico1988,1.83E+11,Mexico,1988,male,1423,34694000,4.1016
Mexico1989,2.23E+11,Mexico,1989,male,1580,35534000,4.4464
Mexico1990,2.63E+11,Mexico,1990,male,1648,36376000,4.5305
Mexico1991,3.14E+11,Mexico,1991,male,1789,37218300,4.8068
Mexico1992,3.64E+11,Mexico,1992,male,1899,37204700,5.1042
Mexico1993,5.01E+11,Mexico,1993,male,2011,37951300,5.2989
Mexico1994,5.28E+11,Mexico,1994,male,2195,38701200,5.6717
Mexico1995,3.60E+11,Mexico,1995,male,2434,39453800,6.1692
Mexico1996,4.11E+11,Mexico,1996,male,2514,41462724,6.0633
Mexico1997,5.00E+11,Mexico,1997,male,2811,42231837,6.6561
Mexico1998,5.27E+11,Mexico,1998,male,2802,42978923,6.5195
Mexico1999,6.00E+11,Mexico,1999,male,2819,43707612,6.4497
Mexico2000,7.08E+11,Mexico,2000,male,2919,44421671,6.5711
Mexico2001,7.57E+11,Mexico,2001,male,3088,45103822,6.8464
Mexico2002,7.72E+11,Mexico,2002,male,3170,45772832,6.9255
Mexico2003,7.29E+11,Mexico,2003,male,3376,46449874,7.268
Mexico2004,7.82E+11,Mexico,2004,male,3381,47162793,7.1688
Mexico2005,8.77E+11,Mexico,2005,male,3544,47931233,7.3939
Mexico2006,9.75E+11,Mexico,2006,male,3521,48791475,7.2164
Mexico2007,1.05E+12,Mexico,2007,male,3523,49709299,7.0872
Mexico2008,1.11E+12,Mexico,2008,male,3782,50661934,7.4652
Mexico2009,9.00E+11,Mexico,2009,male,4057,51613931,7.8603
Mexico2010,1.06E+12,Mexico,2010,male,3958,52539128,7.5334
Mexico2011,1.18E+12,Mexico,2011,male,4487,53444993,8.3955
Mexico2012,1.20E+12,Mexico,2012,male,4330,54305631,7.9734
Mexico2013,1.27E+12,Mexico,2013,male,4668,55134451,8.4666
Mexico2014,1.31E+12,Mexico,2014,male,4950,55955670,8.8463
Mexico2015,1.17E+12,Mexico,2015,male,4986,56785139,8.7805
Mongolia2016,11183458131,Mongolia,2016,male,371,1048018,35.4002
Montenegro2000,984297589,Montenegro,2000,male,0,284293,0
Montenegro2001,1159869246,Montenegro,2001,male,0,284293,0
Montenegro2002,1284685051,Montenegro,2002,male,0,284293,0
Montenegro2003,1707710053,Montenegro,2003,male,0,284682,0
Montenegro2004,2073234418,Montenegro,2004,male,0,285433,0
Montenegro2005,2257174481,Montenegro,2005,male,82,286062,28.6651
Montenegro2006,2721904403,Montenegro,2006,male,0,286779,0
Montenegro2007,3680710375,Montenegro,2007,male,89,288016,30.9011
Montenegro2008,4545674528,Montenegro,2008,male,80,289475,27.6362
Montenegro2009,4159330370,Montenegro,2009,male,77,290628,26.4944
Netherlands1985,1.42E+11,Netherlands,1985,male,1048,6720700,15.5936
Netherlands1986,1.98E+11,Netherlands,1986,male,998,6756700,14.7705
Netherlands1987,2.42E+11,Netherlands,1987,male,995,6795500,14.642
Netherlands1988,2.59E+11,Netherlands,1988,male,965,6833100,14.1224
Netherlands1989,2.55E+11,Netherlands,1989,male,953,6868100,13.8757
Netherlands1990,3.14E+11,Netherlands,1990,male,909,6910500,13.1539
Netherlands1991,3.23E+11,Netherlands,1991,male,1033,6961900,14.8379
Netherlands1992,3.58E+11,Netherlands,1992,male,1041,7013000,14.8439
Netherlands1993,3.49E+11,Netherlands,1993,male,1020,7061000,14.4455
Netherlands1994,3.74E+11,Netherlands,1994,male,1084,7102800,15.2616
Netherlands1995,4.47E+11,Netherlands,1995,male,1000,7141000,14.0036
Netherlands1996,4.46E+11,Netherlands,1996,male,1043,7179700,14.5271
Netherlands1997,4.12E+11,Netherlands,1997,male,1042,7221500,14.4291
Netherlands1998,4.32E+11,Netherlands,1998,male,1002,7269100,13.7844
Netherlands1999,4.42E+11,Netherlands,1999,male,1016,7318200,13.8832
Netherlands2000,4.13E+11,Netherlands,2000,male,1000,7370112,13.5683
Netherlands2001,4.27E+11,Netherlands,2001,male,1010,7425303,13.6021
Netherlands2002,4.65E+11,Netherlands,2002,male,1063,7472656,14.2252
Netherlands2003,5.72E+11,Netherlands,2003,male,1018,7507650,13.5595
Netherlands2004,6.51E+11,Netherlands,2004,male,1022,7536132,13.5613
Netherlands2005,6.79E+11,Netherlands,2005,male,1074,7560548,14.2053
Netherlands2006,7.27E+11,Netherlands,2006,male,1046,7582775,13.7944
Netherlands2007,8.39E+11,Netherlands,2007,male,944,7611032,12.403
Netherlands2008,9.36E+11,Netherlands,2008,male,991,7654093,12.9473
Netherlands2009,8.58E+11,Netherlands,2009,male,1068,7704917,13.8613
Netherlands2010,8.36E+11,Netherlands,2010,male,1127,7750642,14.5407
Netherlands2011,8.94E+11,Netherlands,2011,male,1137,7791944,14.592
Netherlands2012,8.29E+11,Netherlands,2012,male,1186,7826411,15.1538
Netherlands2013,8.67E+11,Netherlands,2013,male,1307,7857354,16.6341
Netherlands2014,8.80E+11,Netherlands,2014,male,1250,7857354,15.9087
Netherlands2015,7.58E+11,Netherlands,2015,male,1282,7942980,16.14
Netherlands2016,7.77E+11,Netherlands,2016,male,1273,7017286,18.1409
New Zealand1985,24950895141,New Zealand,1985,male,255,1497400,17.0295
New Zealand1986,30604668357,New Zealand,1986,male,301,1494200,20.1446
New Zealand1987,40338594862,New Zealand,1987,male,363,1502600,24.1581
New Zealand1988,45493075684,New Zealand,1988,male,381,1504800,25.319
New Zealand1989,44170562822,New Zealand,1989,male,372,1505300,24.7127
New Zealand1990,45519034244,New Zealand,1990,male,363,1516500,23.9367
New Zealand1991,42756020707,New Zealand,1991,male,380,1568600,24.2254
New Zealand1992,41636005955,New Zealand,1992,male,397,1585500,25.0394
New Zealand1993,46712018141,New Zealand,1993,male,349,1604600,21.75
New Zealand1994,55154160816,New Zealand,1994,male,409,1628000,25.1229
New Zealand1995,63918039320,New Zealand,1995,male,429,1655300,25.9168
New Zealand1996,70140835299,New Zealand,1996,male,428,1685100,25.3991
New Zealand1997,66074513018,New Zealand,1997,male,441,1704000,25.8803
New Zealand1998,56227696195,New Zealand,1998,male,442,1719800,25.7007
New Zealand1999,58762260626,New Zealand,1999,male,385,1737950,22.1525
New Zealand2000,52622842840,New Zealand,2000,male,375,1747460,21.4597
New Zealand2001,53872425917,New Zealand,2001,male,389,1758900,22.1161
New Zealand2002,66627729311,New Zealand,2002,male,354,1790640,19.7695
New Zealand2003,88250885550,New Zealand,2003,male,378,1827850,20.68
New Zealand2004,1.04E+11,New Zealand,2004,male,382,1857990,20.5599
New Zealand2005,1.15E+11,New Zealand,2005,male,382,1879670,20.3227
New Zealand2006,1.12E+11,New Zealand,2006,male,388,1902130,20.3982
New Zealand2007,1.37E+11,New Zealand,2007,male,376,1920650,19.5767
New Zealand2008,1.33E+11,New Zealand,2008,male,381,1938140,19.658
New Zealand2009,1.21E+11,New Zealand,2009,male,394,1960350,20.0985
New Zealand2010,1.47E+11,New Zealand,2010,male,387,1984330,19.5028
New Zealand2011,1.68E+11,New Zealand,2011,male,377,2002940,18.8223
New Zealand2012,1.76E+11,New Zealand,2012,male,404,2019690,20.0031
New Zealand2013,1.91E+11,New Zealand,2013,male,366,2011810,18.1926
Nicaragua2010,8758622329,Nicaragua,2010,male,274,2504956,10.9383
Nicaragua2011,9774316692,Nicaragua,2011,male,276,2539423,10.8686
Nicaragua2012,10532001130,Nicaragua,2012,male,234,2575878,9.0843
Nicaragua2013,10982972256,Nicaragua,2013,male,276,2613637,10.56
Nicaragua2014,11880438824,Nicaragua,2014,male,241,2651481,9.0893
Nicaragua2015,12611087031,Nicaragua,2015,male,230,2688515,8.5549
Norway1986,78693253276,Norway,1986,male,419,1929100,21.72
Norway1987,94230055659,Norway,1987,male,486,1937900,25.0787
Norway1988,1.02E+11,Norway,1988,male,510,1947400,26.1888
Norway1989,1.03E+11,Norway,1989,male,481,1951900,24.6427
Norway1990,1.20E+11,Norway,1990,male,488,1953700,24.9782
Norway1991,1.22E+11,Norway,1991,male,499,1959000,25.4722
Norway1992,1.31E+11,Norway,1992,male,449,1967600,22.8197
Norway1993,1.21E+11,Norway,1993,male,449,1977500,22.7054
Norway1994,1.27E+11,Norway,1994,male,379,1988600,19.0586
